,Advice.to.Sr..Management,Advice_to_management,sentiment,Polarity,Subjectivity,sentiment_txt
288,First and foremost stop outsourcing jobs. Your customers hate having to deal with India. This is going to end up biting you in the end.,First and foremost stop outsourcing jobs. Your customers hate having to deal with India. This is going to end up biting you in the end.,"Sentiment(polarity=-0.275, subjectivity=0.6166666666666667)",0.2814814814814815,0.42962962962962964,pos
289,Managers need to be trained at being managers.  Company needs better communication from the top down.,Managers need to be trained at being managers.  Company needs better communication from the top down.,"Sentiment(polarity=0.2814814814814815, subjectivity=0.42962962962962964)",0.0,0.0,neu
290,Nothing that i can add at this time,Nothing that i can add at this time,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
291,Should have better defined roles and growth plans for business analyst,Should have better defined roles and growth plans for business analyst,"Sentiment(polarity=0.5, subjectivity=0.5)",0.11212121212121212,0.25984848484848483,pos
292,"Keep doing much of the same, embrace the new ideas you can get from employees.","Keep doing much of the same, embrace the new ideas you can get from employees.","Sentiment(polarity=0.11212121212121212, subjectivity=0.25984848484848483)",0.5,0.5,pos
293,Be more competitive with your salary.,Be more competitive with your salary.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
294,Your assets - the analysts - walk out the door every night.,Your assets - the analysts - walk out the door every night.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.1875,0.3125,pos
295,Need to place a stronger emphasis on making those in the second tier of management happier and more engaged in the strategy. The company has gone through some ups and downs and many changes over the past coiuple of years.,Need to place a stronger emphasis on making those in the second tier of management happier and more engaged in the strategy. The company has gone through some ups and downs and many changes over the past coiuple of years.,"Sentiment(polarity=0.1875, subjectivity=0.3125)",0.4,0.5,pos
296,Promote within is usually great for moral..,Promote within is usually great for moral..,"Sentiment(polarity=0.4, subjectivity=0.5)",1.0,0.3,pos
297,"Faster promotions for those that deserve it. The best employees aren't going to wait around to get one, they want to see that their work is rewarded or they will find somebody else who will. The politics and meetings kill productivity, and should be eliminated.","Faster promotions for those that deserve it. The best employees aren't going to wait around to get one, they want to see that their work is rewarded or they will find somebody else who will. The politics and meetings kill productivity, and should be eliminated.","Sentiment(polarity=1.0, subjectivity=0.3)",0.3,0.95,pos
298,Don't be penny wise and pound foolish.  Manages changes carefully.,Don't be penny wise and pound foolish.  Manages changes carefully.,"Sentiment(polarity=0.3, subjectivity=0.95)",0.0,0.0,neu
299,Invest in your employees by promoting from within.,Invest in your employees by promoting from within.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.08333333333333333,0.2833333333333333,pos
300,"Political situation way too complex for a trite recommendation. However it needs to be addressed. Recommend creating a true ombudsman department, with several members and an organization process to explore issues that employees raise - and bring concerns, results and patterns of complaints to C-level management so they can start to become aware of the real issues, while not exposing the ""whistle blowers"" to risk.","Political situation way too complex for a trite recommendation. However it needs to be addressed. Recommend creating a true ombudsman department, with several members and an organization process to explore issues that employees raise - and bring concerns, results and patterns of complaints to C-level management so they can start to become aware of the real issues, while not exposing the ""whistle blowers"" to risk.","Sentiment(polarity=0.08333333333333333, subjectivity=0.2833333333333333)",0.16666666666666666,0.4166666666666667,pos
301,Hold job performance and understanding of markets and PEOPLE to higher standard than you hold ambitious employees' kiss-up abilities.,Hold job performance and understanding of markets and PEOPLE to higher standard than you hold ambitious employees' kiss-up abilities.,"Sentiment(polarity=0.16666666666666666, subjectivity=0.4166666666666667)",0.16666666666666669,0.2833333333333333,pos
302,"less micromanagement, more trust in employees","less micromanagement, more trust in employees","Sentiment(polarity=0.16666666666666669, subjectivity=0.2833333333333333)",0.16666666666666669,0.2833333333333333,pos
303,stop paying your analysts less to do more,stop paying your analysts less to do more,"Sentiment(polarity=0.16666666666666669, subjectivity=0.2833333333333333)",0.028333333333333332,0.4083333333333333,pos
304,"- Pay a decent amount to interns. Something comparable to other financial services firms. $15/hr is almost an insult

- Revamp the internship program so that the internships could possibly end up in full-time offers. Just like any investment bank does","- Pay a decent amount to interns. Something comparable to other financial services firms. $15/hr is almost an insult

- Revamp the internship program so that the internships could possibly end up in full-time offers. Just like any investment bank does","Sentiment(polarity=0.028333333333333332, subjectivity=0.4083333333333333)",0.0,0.0,neu
305,"If S&P is to remain viable as a Ratings/Financial Company, it can not be run under the management of or as part of a bookstore manager's mentality.","If S&P is to remain viable as a Ratings/Financial Company, it can not be run under the management of or as part of a bookstore manager's mentality.","Sentiment(polarity=0.0, subjectivity=0.0)",-0.023280423280423308,0.40820105820105823,neg
306,"Cut dead wood. Don't just shuffle people around to make them another manager's problem. Cut down on politics and jockeying for position. focus on doing what's right for the customers/company, and not what will get you a title or an office.","Cut dead wood. Don't just shuffle people around to make them another manager's problem. Cut down on politics and jockeying for position. focus on doing what's right for the customers/company, and not what will get you a title or an office.","Sentiment(polarity=-0.023280423280423308, subjectivity=0.40820105820105823)",0.0,0.0,neu
307,Increase compensation for advance education,Increase compensation for advance education,"Sentiment(polarity=0.0, subjectivity=0.0)",0.15,0.4625,pos
308,Revise your scrum process...people with out technical back ground run the agile meeting and they gave examples which are far off from reality,Revise your scrum process...people with out technical back ground run the agile meeting and they gave examples which are far off from reality,"Sentiment(polarity=0.15, subjectivity=0.4625)",0.5,0.5,pos
